Symbol,Date,Open,High,Low,Close,Volume
AEDAUD,21-Jun-2016,0.365,0.3651,0.3647,0.3651,0
AEDCAD,21-Jun-2016,0.3485,0.3487,0.3485,0.3485,0
AEDCHF,21-Jun-2016,0.2619,0.2619,0.2616,0.2618,0
AEDDKK,21-Jun-2016,1.7876,1.799,1.7844,1.7976,0
AEDEUR,21-Jun-2016,0.2404,0.2419,0.24,0.2417,0
AEDGBP,21-Jun-2016,0.1854,0.1856,0.1853,0.1856,0
AEDINR,21-Jun-2016,18.36,18.409,18.359,18.406,0
AEDJPY,21-Jun-2016,28.288,28.522,28.288,28.496,0
AEDNOK,21-Jun-2016,2.2525,2.2628,2.2499,2.2602,0
AEDNZD,21-Jun-2016,0.383,0.383,0.3819,0.3819,0
AEDPKR,21-Jun-2016,28.478,28.492,28.478,28.492,0
AEDSAR,21-Jun-2016,1.0205,1.0208,1.0204,1.0204,0
AEDSEK,21-Jun-2016,2.2414,2.2523,2.2391,2.2499,0
AEDUSD,21-Jun-2016,0.2722,0.2722,0.2722,0.2722,0
AEDZAR,21-Jun-2016,4.0345,4.0369,3.979,4.0158,0
ALLGBP,21-Jun-2016,0.0055,0.0055,0.0055,0.0055,0
ARSAUD,21-Jun-2016,0.0964,0.0966,0.0959,0.0961,0
ARSBRL,21-Jun-2016,0.2443,0.2454,0.2418,0.2447,0
ARSCAD,21-Jun-2016,0.0921,0.0924,0.0917,0.0917,0
ARSCHF,21-Jun-2016,0.0692,0.0693,0.0689,0.0689,0
ARSEUR,21-Jun-2016,0.0636,0.0641,0.0635,0.0636,0
ARSGBP,21-Jun-2016,0.0491,0.0492,0.0487,0.0489,0
ARSHKD,21-Jun-2016,0.5584,0.5595,0.5558,0.5558,0
ARSHUF,21-Jun-2016,19.877,20.165,19.839,20.035,0
ARSJPY,21-Jun-2016,7.473,7.54,7.467,7.506,0
ARSMXN,21-Jun-2016,1.3409,1.3454,1.3323,1.3349,0
ARSSGD,21-Jun-2016,0.0966,0.0968,0.0962,0.0962,0
ARSUSD,21-Jun-2016,0.072,0.0721,0.0716,0.0716,0
ARSZAR,21-Jun-2016,1.0672,1.0676,1.0528,1.0569,0
AUDAED,21-Jun-2016,2.74,2.75,2.74,2.74,0
AUDARS,21-Jun-2016,10.3632,10.4187,10.3426,10.4009,0
AUDBRL,21-Jun-2016,2.5297,2.5451,2.5196,2.544,0
AUDCAD,21-Jun-2016,0.9555,0.9597,0.954,0.954,0
AUDCHF,21-Jun-2016,0.7177,0.7208,0.7144,0.7175,0
AUDCNH,21-Jun-2016,4.915,4.9235,4.915,4.9235,0
AUDCNY,21-Jun-2016,4.8952,4.933,4.8952,4.908,0
AUDCZK,21-Jun-2016,17.83,17.977,17.795,17.93,0
AUDDKK,21-Jun-2016,4.9012,4.9384,4.8962,4.927,0
AUDEUR,21-Jun-2016,0.659,0.664,0.6586,0.6626,0
AUDFJD,21-Jun-2016,1.5337,1.5378,1.5303,1.5303,0
AUDGBP,21-Jun-2016,0.5085,0.5106,0.5078,0.5083,0
AUDHKD,21-Jun-2016,5.7926,5.8281,5.7777,5.7844,0
AUDHUF,21-Jun-2016,206.27,208.75,206.07,208.4,0
AUDIDR,21-Jun-2016,9749.5,9932.8,9749.5,9799.8,0
AUDILS,21-Jun-2016,2.8763,2.8976,2.8714,2.8739,0
AUDINR,21-Jun-2016,50.329,50.695,50.274,50.362,0
AUDJPY,21-Jun-2016,77.366,78.561,77.307,78.105,0
AUDKRW,21-Jun-2016,864.91,866.17,858.34,859.04,0
AUDMXN,21-Jun-2016,13.9077,13.9397,13.8595,13.8885,0
AUDMYR,21-Jun-2016,3.0273,3.0364,3.0017,3.0041,0
AUDNOK,21-Jun-2016,6.175,6.2235,6.175,6.1917,0
AUDNZD,21-Jun-2016,1.0494,1.0516,1.0447,1.0462,0
AUDPHP,21-Jun-2016,34.426,34.587,34.426,34.457,0
AUDPKR,21-Jun-2016,78.022,78.112,78.022,78.112,0
AUDPLN,21-Jun-2016,2.8858,2.9269,2.8858,2.9088,0
AUDSEK,21-Jun-2016,6.1475,6.1878,6.1475,6.1641,0
AUDSGD,21-Jun-2016,1.0023,1.007,0.9995,1.0011,0
AUDTHB,21-Jun-2016,26.241,26.37,26.205,26.245,0
AUDTRY,21-Jun-2016,2.1642,2.1768,2.1633,2.1704,0
AUDTWD,21-Jun-2016,23.433,23.452,23.431,23.452,0
AUDUSD,21-Jun-2016,0.7465,0.7512,0.7446,0.7455,0
AUDZAR,21-Jun-2016,11.0639,11.0978,10.9549,10.9932,0
AWGUSD,21-Jun-2016,0.5569,0.5569,0.5569,0.5569,0
BDTGBP,21-Jun-2016,0.0085,0.0085,0.0085,0.0085,0
BDTJPY,21-Jun-2016,1.2972,1.3008,1.2972,1.3008,0
BGNCNY,21-Jun-2016,3.7977,3.8112,3.779,3.787,0
BGNDKK,21-Jun-2016,3.7868,3.7875,3.7868,3.7872,0
BGNPLN,21-Jun-2016,2.2405,2.2538,2.2405,2.2454,0
BGNUSD,21-Jun-2016,0.5761,0.577,0.5728,0.5733,0
BHDEUR,21-Jun-2016,2.3269,2.3419,2.3231,2.3395,0
BHDPKR,21-Jun-2016,277.41,277.52,277.41,277.52,0
BHDUSD,21-Jun-2016,2.6331,2.6341,2.6331,2.6333,0
BNDGBP,21-Jun-2016,0.4985,0.4985,0.4972,0.4972,0
BRLARS,21-Jun-2016,4.0914,4.1289,4.0709,4.084,0
BRLAUD,21-Jun-2016,0.3945,0.396,0.3921,0.3923,0
BRLCAD,21-Jun-2016,0.3766,0.3793,0.3745,0.3745,0
BRLCHF,21-Jun-2016,0.283,0.2856,0.2812,0.2814,0
BRLEUR,21-Jun-2016,0.2599,0.2627,0.2594,0.2598,0
BRLHKD,21-Jun-2016,2.2834,2.3028,2.2679,2.2692,0
BRLJPY,21-Jun-2016,30.567,31.063,30.554,30.626,0
BRLKRW,21-Jun-2016,341.211,342.366,337.089,337.321,0
BRLMXN,21-Jun-2016,5.4851,5.5102,5.4419,5.4462,0
BRLRUB,21-Jun-2016,18.91,19.084,18.649,18.673,0
BRLSEK,21-Jun-2016,2.4236,2.4493,2.418,2.4184,0
BRLSGD,21-Jun-2016,0.3951,0.3978,0.3924,0.3927,0
BRLUSD,21-Jun-2016,0.2941,0.295,0.2923,0.2923,0
BRLZAR,21-Jun-2016,4.3668,4.3668,4.3045,4.3133,0
