Symbol,Date,Open,High,Low,Close,Volume
AEDAUD,13-Jun-2016,0.3689,0.3689,0.3682,0.3685,0
AEDCAD,13-Jun-2016,0.3477,0.3491,0.3477,0.349,0
AEDCHF,13-Jun-2016,0.2624,0.2629,0.2623,0.2623,0
AEDDKK,13-Jun-2016,1.7626,1.7932,1.7626,1.7916,0
AEDEUR,13-Jun-2016,0.237,0.2412,0.237,0.241,0
AEDGBP,13-Jun-2016,0.1915,0.1917,0.1913,0.1914,0
AEDINR,13-Jun-2016,18.223,18.286,18.223,18.283,0
AEDJPY,13-Jun-2016,28.992,28.992,28.896,28.896,0
AEDNOK,13-Jun-2016,2.2038,2.2504,2.2038,2.2504,0
AEDNZD,13-Jun-2016,0.3859,0.386,0.3855,0.3859,0
AEDPKR,13-Jun-2016,28.315,28.424,28.315,28.424,0
AEDSAR,13-Jun-2016,1.0003,1.0205,1.0003,1.0205,0
AEDSEK,13-Jun-2016,2.2146,2.2482,2.2146,2.2434,0
AEDUSD,13-Jun-2016,0.2722,0.2722,0.2722,0.2722,0
AEDZAR,13-Jun-2016,4.1483,4.1517,4.0926,4.1174,0
ALLGBP,13-Jun-2016,0.0056,0.0057,0.0056,0.0057,0
ARSAUD,13-Jun-2016,0.0982,0.0982,0.0978,0.0982,0
ARSBRL,13-Jun-2016,0.2477,0.2524,0.2473,0.2522,0
ARSCAD,13-Jun-2016,0.0925,0.0929,0.0925,0.0929,0
ARSCHF,13-Jun-2016,0.0698,0.0701,0.0698,0.0698,0
ARSEUR,13-Jun-2016,0.0644,0.0644,0.0641,0.0642,0
ARSGBP,13-Jun-2016,0.051,0.0512,0.0507,0.051,0
ARSHKD,13-Jun-2016,0.562,0.563,0.5617,0.5625,0
ARSHUF,13-Jun-2016,20.073,20.12,20.029,20.06,0
ARSJPY,13-Jun-2016,7.712,7.715,7.667,7.686,0
ARSMXN,13-Jun-2016,1.3479,1.3652,1.3479,1.3649,0
ARSSGD,13-Jun-2016,0.0985,0.0986,0.098,0.0982,0
ARSUSD,13-Jun-2016,0.0724,0.0726,0.0724,0.0724,0
ARSZAR,13-Jun-2016,1.1039,1.104,1.0904,1.0977,0
AUDAED,13-Jun-2016,2.67,2.71,2.67,2.71,0
AUDARS,13-Jun-2016,10.1815,10.2182,10.1767,10.1828,0
AUDBRL,13-Jun-2016,2.5211,2.5714,2.5211,2.5678,0
