Symbol,Date,Open,High,Low,Close,Volume
AEDAUD,15-Jun-2016,0.3704,0.3704,0.3675,0.3676,0
AEDCAD,15-Jun-2016,0.3502,0.3516,0.3502,0.3516,0
AEDCHF,15-Jun-2016,0.2623,0.2625,0.2617,0.2617,0
AEDDKK,15-Jun-2016,1.8047,1.8053,1.7962,1.7964,0
AEDEUR,15-Jun-2016,0.2427,0.2428,0.2416,0.2416,0
AEDGBP,15-Jun-2016,0.1929,0.1929,0.1916,0.1917,0
AEDINR,15-Jun-2016,18.317,18.317,18.258,18.258,0
AEDJPY,15-Jun-2016,28.853,28.884,28.853,28.858,0
AEDNOK,15-Jun-2016,2.2728,2.2738,2.2591,2.261,0
AEDNZD,15-Jun-2016,0.3899,0.3899,0.3867,0.3867,0
AEDPKR,15-Jun-2016,28.478,28.478,28.424,28.424,0
AEDSAR,15-Jun-2016,1.0204,1.0206,1.0202,1.0204,0
AEDSEK,15-Jun-2016,2.2622,2.265,2.2601,2.2605,0
AEDUSD,15-Jun-2016,0.2722,0.2723,0.2722,0.2722,0
AEDZAR,15-Jun-2016,4.1744,4.1793,4.1225,4.1282,0
ALLGBP,15-Jun-2016,0.0056,0.0057,0.0056,0.0057,0
ARSAUD,15-Jun-2016,0.099,0.0991,0.0979,0.0981,0
ARSBRL,15-Jun-2016,0.2532,0.2533,0.2509,0.2528,0
ARSCAD,15-Jun-2016,0.0937,0.094,0.0934,0.094,0
ARSCHF,15-Jun-2016,0.0701,0.0703,0.0699,0.0699,0
ARSEUR,15-Jun-2016,0.0649,0.065,0.0645,0.0646,0
ARSGBP,15-Jun-2016,0.0516,0.0516,0.0512,0.0513,0
ARSHKD,15-Jun-2016,0.5649,0.5649,0.5631,0.5647,0
ARSHUF,15-Jun-2016,20.393,20.421,20.278,20.304,0
ARSJPY,15-Jun-2016,7.72,7.737,7.687,7.706,0
ARSMXN,15-Jun-2016,1.3772,1.3791,1.3678,1.3754,0
ARSSGD,15-Jun-2016,0.0987,0.0988,0.0983,0.0983,0
ARSUSD,15-Jun-2016,0.0728,0.0728,0.0726,0.0728,0
ARSZAR,15-Jun-2016,1.116,1.1178,1.1045,1.1048,0
AUDAED,15-Jun-2016,2.7,2.72,2.7,2.72,0
AUDARS,15-Jun-2016,10.0939,10.1948,10.0821,10.1843,0
AUDBRL,15-Jun-2016,2.5549,2.5769,2.5516,2.573,0
AUDCAD,15-Jun-2016,0.946,0.9587,0.9441,0.9573,0
AUDCHF,15-Jun-2016,0.7086,0.7151,0.7066,0.7127,0
AUDCNH,15-Jun-2016,4.8601,4.9014,4.8501,4.8891,0
AUDCNY,15-Jun-2016,4.8429,4.881,4.8388,4.875,0
AUDCZK,15-Jun-2016,17.742,17.885,17.497,17.829,0
AUDDKK,15-Jun-2016,4.8768,4.9105,4.8655,4.8957,0
AUDEUR,15-Jun-2016,0.6558,0.6602,0.6545,0.6585,0
AUDFJD,15-Jun-2016,1.5217,1.5298,1.5217,1.5298,0
AUDGBP,15-Jun-2016,0.5205,0.5247,0.5197,0.5224,0
AUDHKD,15-Jun-2016,5.7078,5.7759,5.6919,5.7543,0
AUDHUF,15-Jun-2016,205.93,207.51,205.53,206.82,0
AUDIDR,15-Jun-2016,9799.4,9905.5,9685.9,9732.6,0
AUDILS,15-Jun-2016,2.8486,2.8738,2.8442,2.8698,0
AUDINR,15-Jun-2016,49.437,49.822,49.334,49.694,0
AUDJPY,15-Jun-2016,78.059,78.735,77.743,78.491,0
AUDKRW,15-Jun-2016,863.29,867.09,863.29,865.91,0
AUDMXN,15-Jun-2016,13.9073,14.0212,13.8999,14.0134,0
AUDMYR,15-Jun-2016,3.0125,3.03,3.0125,3.0213,0
AUDNOK,15-Jun-2016,6.1387,6.1751,6.1312,6.158,0
AUDNZD,15-Jun-2016,1.0525,1.0547,1.0453,1.0479,0
AUDPHP,15-Jun-2016,33.932,34.238,33.932,34.238,0
AUDPKR,15-Jun-2016,76.963,77.46,76.963,77.46,0
