Symbol,Date,Open,High,Low,Close,Volume
AEDAUD,27-Jun-2016,0.3669,0.3708,0.3669,0.3706,0
AEDCAD,27-Jun-2016,0.3548,0.356,0.3548,0.3559,0
AEDCHF,27-Jun-2016,0.2653,0.2664,0.2653,0.2664,0
AEDDKK,27-Jun-2016,1.838,1.8388,1.8362,1.8386,0
AEDEUR,27-Jun-2016,0.2471,0.2471,0.2469,0.2471,0
AEDGBP,27-Jun-2016,0.2027,0.2059,0.2027,0.2059,0
AEDINR,27-Jun-2016,18.485,18.489,18.485,18.489,0
AEDJPY,27-Jun-2016,27.768,27.768,27.744,27.762,0
AEDNOK,27-Jun-2016,2.3265,2.3345,2.3265,2.3323,0
AEDNZD,27-Jun-2016,0.3846,0.3892,0.3846,0.3887,0
AEDPKR,27-Jun-2016,28.478,28.478,28.478,28.478,0
AEDSAR,27-Jun-2016,1.0203,1.0208,1.0203,1.0206,0
AEDSEK,27-Jun-2016,2.3225,2.33,2.3225,2.329,0
AEDUSD,27-Jun-2016,0.2722,0.2722,0.2722,0.2722,0
AEDZAR,27-Jun-2016,4.2034,4.2192,4.1849,4.1898,0
ALLGBP,27-Jun-2016,0.0059,0.006,0.0059,0.006,0
ARSAUD,27-Jun-2016,0.0906,0.0906,0.0889,0.0889,0
ARSBRL,27-Jun-2016,0.2267,0.2268,0.2216,0.2219,0
ARSCAD,27-Jun-2016,0.0873,0.0873,0.0855,0.0855,0
ARSCHF,27-Jun-2016,0.0654,0.0654,0.064,0.064,0
ARSEUR,27-Jun-2016,0.0608,0.0608,0.0593,0.0594,0
ARSGBP,27-Jun-2016,0.0506,0.0506,0.0494,0.0494,0
ARSHKD,27-Jun-2016,0.5192,0.5192,0.5074,0.5074,0
ARSHUF,27-Jun-2016,19.309,19.309,18.878,18.903,0
ARSJPY,27-Jun-2016,6.8,6.8,6.664,6.664,0
ARSMXN,27-Jun-2016,1.2741,1.2756,1.25,1.2502,0
ARSSGD,27-Jun-2016,0.091,0.091,0.0891,0.0891,0
ARSUSD,27-Jun-2016,0.0669,0.0669,0.0654,0.0654,0
ARSZAR,27-Jun-2016,1.0324,1.0324,1.0079,1.0079,0
AUDAED,27-Jun-2016,2.72,2.72,2.69,2.7,0
AUDARS,27-Jun-2016,11.0512,11.2346,11.039,11.2346,0
AUDBRL,27-Jun-2016,2.4961,2.5066,2.484,2.4886,0
AUDCAD,27-Jun-2016,0.9622,0.9624,0.9573,0.9612,0
AUDCHF,27-Jun-2016,0.7202,0.7202,0.716,0.7198,0
AUDCNH,27-Jun-2016,4.955,4.955,4.955,4.955,0
AUDCNY,27-Jun-2016,4.9066,4.9066,4.8712,4.8832,0
AUDCZK,27-Jun-2016,18.132,18.138,18.014,18.136,0
AUDDKK,27-Jun-2016,4.9666,4.9666,4.941,4.9662,0
AUDEUR,27-Jun-2016,0.6676,0.6677,0.6644,0.6677,0
AUDFJD,27-Jun-2016,1.5202,1.5205,1.5182,1.5198,0
AUDGBP,27-Jun-2016,0.5566,0.5577,0.5537,0.5558,0
AUDHKD,27-Jun-2016,5.7104,5.7104,5.684,5.7082,0
AUDHUF,27-Jun-2016,212.31,212.4,211.13,212.36,0
AUDIDR,27-Jun-2016,9723.9,10052.9,9644.1,9649.5,0
AUDILS,27-Jun-2016,2.8766,2.8766,2.8548,2.8635,0
AUDINR,27-Jun-2016,49.917,49.918,49.707,49.901,0
AUDJPY,27-Jun-2016,74.825,74.955,74.677,74.874,0
AUDKRW,27-Jun-2016,872.35,872.35,864.69,866.25,0
AUDMXN,27-Jun-2016,14.0701,14.094,14.0297,14.0564,0
AUDMYR,27-Jun-2016,3.03,3.03,3.0002,3.0088,0
AUDNOK,27-Jun-2016,6.3077,6.3077,6.2669,6.2935,0
AUDNZD,27-Jun-2016,1.0474,1.05,1.0468,1.0487,0
AUDPHP,27-Jun-2016,34.889,34.889,34.596,34.605,0
AUDPKR,27-Jun-2016,76.949,76.949,76.7,76.7,0
AUDPLN,27-Jun-2016,2.9716,2.9716,2.9503,2.9672,0
AUDSEK,27-Jun-2016,6.2972,6.3002,6.2404,6.2878,0
AUDSGD,27-Jun-2016,1.0024,1.0024,0.9973,1.0018,0
AUDTHB,27-Jun-2016,26.083,26.083,25.856,25.958,0
AUDTRY,27-Jun-2016,2.1666,2.1666,2.1505,2.159,0
AUDTWD,27-Jun-2016,23.421,23.421,23.2,23.2,0
AUDUSD,27-Jun-2016,0.736,0.736,0.7324,0.7355,0
AUDZAR,27-Jun-2016,11.3635,11.3827,11.3003,11.3185,0
AWGUSD,27-Jun-2016,0.5571,0.5571,0.5571,0.5571,0
BDTGBP,27-Jun-2016,0.0095,0.0095,0.0095,0.0095,0
BDTJPY,27-Jun-2016,1.2749,1.2749,1.2732,1.2732,0
BGNCNY,27-Jun-2016,3.7373,3.7461,3.7373,3.7412,0
BGNDKK,27-Jun-2016,3.7874,3.7909,3.7874,3.7909,0
BGNPLN,27-Jun-2016,2.2744,2.2785,2.2701,2.2768,0
BGNUSD,27-Jun-2016,0.5611,0.5612,0.5609,0.561,0
BHDEUR,27-Jun-2016,2.3871,2.3889,2.3866,2.3888,0
BHDPKR,27-Jun-2016,277.24,277.24,277.23,277.24,0
BHDUSD,27-Jun-2016,2.6315,2.6327,2.6312,2.6326,0
BNDGBP,27-Jun-2016,0.5406,0.5474,0.5406,0.5474,0
BRLARS,27-Jun-2016,4.4053,4.5079,4.4018,4.5048,0
BRLAUD,27-Jun-2016,0.3997,0.4017,0.3982,0.401,0
BRLCAD,27-Jun-2016,0.3848,0.3851,0.3832,0.385,0
BRLCHF,27-Jun-2016,0.2877,0.2882,0.2858,0.2882,0
BRLEUR,27-Jun-2016,0.2675,0.2675,0.2653,0.2673,0
BRLHKD,27-Jun-2016,2.284,2.2861,2.2709,2.2849,0
BRLJPY,27-Jun-2016,29.927,30.064,29.796,30.035,0
BRLKRW,27-Jun-2016,347.933,347.933,346.1,347.38,0
BRLMXN,27-Jun-2016,5.6177,5.6493,5.6087,5.6304,0
BRLRUB,27-Jun-2016,19.241,19.35,19.171,19.313,0
BRLSEK,27-Jun-2016,2.517,2.5229,2.5026,2.5196,0
BRLSGD,27-Jun-2016,0.4008,0.4015,0.3986,0.4011,0
BRLUSD,27-Jun-2016,0.295,0.295,0.2939,0.2943,0
BRLZAR,27-Jun-2016,4.5406,4.5513,4.5291,4.5411,0
BWPCHF,27-Jun-2016,0.0869,0.0873,0.0869,0.0873,0
BWPEUR,27-Jun-2016,0.0808,0.0809,0.0808,0.0809,0
BWPGBP,27-Jun-2016,0.0665,0.0675,0.0665,0.0675,0
BWPUSD,27-Jun-2016,0.0891,0.0892,0.0891,0.0892,0
BWPZAR,27-Jun-2016,1.396,1.4016,1.3892,1.3892,0
CADAED,27-Jun-2016,2.8079,2.8107,2.7987,2.8107,0
CADARS,27-Jun-2016,11.4561,11.6948,11.4561,11.6948,0
CADAUD,27-Jun-2016,1.0399,1.0432,1.039,1.0401,0
CADBRL,27-Jun-2016,2.5935,2.6045,2.5909,2.5918,0
CADCHF,27-Jun-2016,0.7483,0.7489,0.7453,0.7489,0
CADCNH,27-Jun-2016,5.124,5.124,5.124,5.124,0
CADCNY,27-Jun-2016,5.0934,5.0934,5.0712,5.0804,0
CADDKK,27-Jun-2016,5.1611,5.1675,5.1466,5.1675,0
CADEUR,27-Jun-2016,0.6941,0.6947,0.6923,0.6947,0
CADGBP,27-Jun-2016,0.5786,0.5795,0.5778,0.5778,0
CADHKD,27-Jun-2016,5.9336,5.9376,5.9155,5.9376,0
CADIDR,27-Jun-2016,10136.1,10464.8,10043.3,10043.3,0
CADILS,27-Jun-2016,2.9826,2.9826,2.9705,2.9803,0
CADINR,27-Jun-2016,51.894,51.925,51.741,51.925,0
CADISK,27-Jun-2016,95.77,95.77,95.77,95.77,0
CADJPY,27-Jun-2016,77.732,78.08,77.668,77.931,0
CADKRW,27-Jun-2016,905,905,900.62,901.83,0
CADKWD,27-Jun-2016,0.2311,0.2311,0.2301,0.2308,0
CADMXN,27-Jun-2016,14.638,14.688,14.614,14.631,0
CADMYR,27-Jun-2016,3.1434,3.1443,3.1291,3.1318,0
CADNOK,27-Jun-2016,6.5542,6.5625,6.5282,6.5431,0
CADNZD,27-Jun-2016,1.0882,1.0936,1.0875,1.0906,0
CADPKR,27-Jun-2016,79.985,80.015,79.985,80.015,0
CADPLN,27-Jun-2016,3.0855,3.0936,3.0728,3.0918,0
CADRUB,27-Jun-2016,50.025,50.137,49.993,50.035,0
CADSEK,27-Jun-2016,6.5432,6.5545,6.4973,6.5474,0
CADSGD,27-Jun-2016,1.041,1.0423,1.0392,1.0423,0
