Symbol,Date,Open,High,Low,Close,Volume
AEDAUD,10-Jun-2016,0.3662,0.3673,0.3662,0.3673,0
AEDCAD,10-Jun-2016,0.3463,0.3466,0.3463,0.3466,0
AEDCHF,10-Jun-2016,0.2626,0.2626,0.2623,0.2623,0
AEDDKK,10-Jun-2016,1.7885,1.796,1.7884,1.796,0
AEDEUR,10-Jun-2016,0.2406,0.2415,0.2406,0.2415,0
AEDGBP,10-Jun-2016,0.1882,0.1892,0.1882,0.1892,0
AEDINR,10-Jun-2016,18.168,18.188,18.168,18.188,0
AEDJPY,10-Jun-2016,29.115,29.121,29.104,29.121,0
AEDNOK,10-Jun-2016,2.2198,2.2434,2.2196,2.2434,0
AEDNZD,10-Jun-2016,0.3832,0.3841,0.3831,0.3841,0
AEDPKR,10-Jun-2016,28.37,28.37,28.352,28.352,0
AEDSAR,10-Jun-2016,1.0206,1.0207,1.0204,1.0206,0
AEDSEK,10-Jun-2016,2.227,2.2529,2.2269,2.2529,0
AEDUSD,10-Jun-2016,0.2722,0.2722,0.2722,0.2722,0
AEDZAR,10-Jun-2016,4.0328,4.1564,4.0328,4.1312,0
ALLGBP,10-Jun-2016,0.0056,0.0056,0.0056,0.0056,0
ARSAUD,10-Jun-2016,0.0975,0.0982,0.0975,0.0982,0
ARSBRL,10-Jun-2016,0.246,0.2492,0.2458,0.2478,0
ARSCAD,10-Jun-2016,0.0921,0.0924,0.0918,0.0924,0
ARSCHF,10-Jun-2016,0.0698,0.0699,0.0696,0.0698,0
ARSEUR,10-Jun-2016,0.0639,0.0643,0.0639,0.0643,0
ARSGBP,10-Jun-2016,0.05,0.0508,0.05,0.0508,0
ARSHKD,10-Jun-2016,0.5615,0.5628,0.5611,0.5625,0
ARSHUF,10-Jun-2016,19.897,20.096,19.897,20.095,0
ARSJPY,10-Jun-2016,7.745,7.751,7.726,7.742,0
ARSMXN,10-Jun-2016,1.3205,1.3511,1.3205,1.3492,0
ARSSGD,10-Jun-2016,0.0979,0.0985,0.0979,0.0985,0
ARSUSD,10-Jun-2016,0.0724,0.0724,0.0723,0.0724,0
ARSZAR,10-Jun-2016,1.0725,1.1055,1.0725,1.1021,0
AUDAED,10-Jun-2016,2.73,2.73,2.72,2.72,0
AUDARS,10-Jun-2016,10.2588,10.2588,10.1795,10.1846,0
AUDBRL,10-Jun-2016,2.5223,2.5418,2.5144,2.5235,0
AUDCAD,10-Jun-2016,0.9444,0.9449,0.939,0.9423,0
AUDCHF,10-Jun-2016,0.7149,0.7158,0.7101,0.7111,0
AUDCNH,10-Jun-2016,4.8815,4.8854,4.8683,4.8713,0
AUDCNY,10-Jun-2016,4.8647,4.8647,4.8323,4.8356,0
AUDCZK,10-Jun-2016,17.703,17.741,17.429,17.627,0
AUDDKK,10-Jun-2016,4.8714,4.8818,4.8612,4.8717,0
AUDEUR,10-Jun-2016,0.6553,0.6565,0.6539,0.6552,0
AUDFJD,10-Jun-2016,1.5282,1.5282,1.525,1.525,0
AUDGBP,10-Jun-2016,0.5126,0.5178,0.5119,0.5169,0
AUDHKD,10-Jun-2016,5.7532,5.7589,5.7215,5.7215,0
AUDHUF,10-Jun-2016,203.83,204.72,203.63,204.55,0
AUDIDR,10-Jun-2016,9848.6,9848.6,9686.7,9828.1,0
AUDILS,10-Jun-2016,2.8509,2.8576,2.8411,2.846,0
AUDINR,10-Jun-2016,49.447,49.533,49.29,49.339,0
AUDJPY,10-Jun-2016,79.372,79.498,78.553,78.85,0
AUDKRW,10-Jun-2016,859.19,863.77,859.19,863.57,0
